# Mountaineers 100 Peaks at Mount Rainier N.P. — ordered highest to lowest.
# Source: peakbagger.com list 5045. Elevations from the list page; coordinates
# (WGS84 decimal degrees, 6 places) from each peak page. Paste the rows below
# into the "Custom (CSV)" destination type. Format: Latitude, Longitude, Name
46.794195, -121.914315, 87. Gobblers Knob (5,490 ft)
46.970163, -121.872202, 88. Arthur Peak (5,487 ft)
46.787674, -121.592786, 89. Bald Rock (5,405 ft)
46.970769, -121.845081, 90. Gove Peak (5,310 ft)
46.987895, -121.818475, 91. Tirzah Peak (5,210 ft)
46.688179, -121.730072, 92. Dixon Mountain (5,137 ft)
46.947137, -121.894100, 93. Berry Peak (5,136 ft)
46.941633, -121.909386, 94. Virginia Peak (4,891 ft)
46.934175, -121.916615, 95. Martin Peak (4,836 ft)
46.924415, -121.897565, 96. Paul Peak (4,790 ft)
46.749265, -121.867355, 97. Tumtum Peak (4,683 ft)
46.953020, -121.913477, 98. August Peak (4,666 ft)
46.983687, -121.910315, 99. Sweet Peak (4,563 ft)
46.985805, -121.716783, 100. Pigeon Peak (4,280 ft)
